category,seller_id,seller_city,seller_state,total_orders,unique_buyers,total_gmv,avg_order_value,avg_review_score
garden_tools,7901646fdd36a55f564ffaf2dbccaaf7,rio de janeiro,RJ,11,11,3336.67,238.33,4.0
sports_leisure,8ae520247981aa06bc94abddf5f46d34,navegantes,SC,10,10,3324.84,332.48,4.3
sports_leisure,2089a6d640999f9b9141ac719b2af596,sao carlos,SP,25,24,3321.05,132.84,4.24
furniture_living_room,870d0118f7a9d85960f29ad89d5d989a,pocos de caldas,MG,37,35,3316.21,63.77,4.1
stationery,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,46,46,3305.09,67.45,4.29
furniture_decor,41b39e28db005d9731d9d485a83b4c38,santo andre,SP,23,22,3299.44,94.27,4.3
health_beauty,56642bcb79900e777d68e91915cb4267,sao paulo,SP,29,29,3298.41,113.74,4.31
furniture_decor,9e6229250fedbe05838fef417b74e7fb,mirandopolis,SP,15,15,3297.7,206.11,4.5
sports_leisure,3fd1e727ba94cfe122d165e176ce7967,araraquara,SP,35,35,3295.89,91.55,3.97
fashion_bags_accessories,33576ec5412fb5905d876f12f33bfde6,curitiba,PR,31,31,3287.98,102.75,4.13
computers_accessories,1838dd9b8977065acf51d95e0053ea7a,belo horizonte,MG,55,55,3286.6,56.67,4.33
sports_leisure,730937bf88cb151eb2eb849f642fc213,rio claro,SP,22,21,3277.17,126.05,4.42
perfumery,d9bd94811c3338dceb4181f3dbc0c73e,sao paulo,SP,20,20,3273.61,163.68,4.9
sports_leisure,df56d7b40d437f88407c5f78b63bc328,cascavel,PR,22,22,3251.5,130.06,3.88
auto,60562ab00b8054280520d390c8c0045c,sao paulo,SP,17,17,3247.09,191.01,4.76
furniture_decor,d93844a9c55ba7ce353388bcf849ea56,curitiba,PR,12,12,3229.52,230.68,4.21
auto,31561f325664a8a7aba4c8d0c3a9b3db,sao paulo,SP,34,34,3226.48,89.62,4.56
fashion_bags_accessories,efcd8d2104f1a05d028af7bad20d974b,aracatuba,SP,46,44,3225.1,64.5,4.2
furniture_decor,11305281b50fff20ae8bb473f8e11876,uba,MG,12,12,3222.64,230.19,4.64
sports_leisure,0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,PR,21,21,3215.4,133.98,3.67
housewares,c68fb906c8f4b4b946d8386bfa6e5467,jaboticabal,SP,30,30,3215.12,97.43,4.61
auto,6338ea67c41078a46ad99cc009654956,farroupilha,RS,37,35,3210.39,72.96,4.64
sports_leisure,dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,32,32,3208.98,97.24,4.73
auto,bd697db56ff8e7c9cd1abeb7f72029b2,sao paulo,SP,21,21,3198.93,152.33,4.33
furniture_decor,44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,17,17,3195.19,138.92,4.13
telephony,8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,47,47,3193.34,63.87,4.28
telephony,c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,42,42,3190.85,70.91,4.16
garden_tools,df560393f3a51e74553ab94004ba5c87,loanda,PR,18,18,3177.65,176.54,3.94
housewares,17ca9b9e9b9ef8fdb529001b49ebb50f,betim,MG,23,23,3177.47,138.15,4.52
furniture_decor,e8f6dc8e6a1dcde89d20e3995c8d90b3,sao paulo,SP,18,18,3172.5,117.5,3.11
telephony,42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,13,12,3169.99,211.33,4.67
audio,6560211a19b47992c3666cc44a7e94c0,sao paulo,SP,30,29,3163.95,98.87,3.81
garden_tools,17e34d8224d27a541263c4c64b11a56b,riberao preto,SP,14,14,3161.84,197.62,4.13
industry_commerce_and_business,7681ef142fd2c19048da7430856b5588,guarulhos,SP,23,22,3156.78,121.41,4.08
cool_stuff,ce69a8021d18961dd2a40269b7c2c293,curitiba,PR,13,13,3140.7,241.59,4.23
sports_leisure,c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,26,26,3139.14,104.64,4.03
bed_bath_table,8ab42aa58097fd4668d60cc648225d5f,goiania,GO,19,19,3137.17,125.49,4.12
pet_shop,1987cd4be10fe09ee50454f9c354d1c6,ouro fino,MG,14,14,3135.23,195.95,4.25
health_beauty,8f54d64f28a993550aa7943f12572959,ipatinga,MG,15,15,3133.12,195.82,3.81
toys,58f1a6197ed863543e0136bdedb3fce2,conselheiro lafaiete,MG,13,13,3125.39,223.24,3.57
office_furniture,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,17,17,3123.68,164.4,4.79
toys,a2b5b6105ea5942300631d2e76f4ffe0,osasco,SP,14,14,3120.27,222.88,4.86
toys,dd533b429f380718b70ad9922c294bae,barretos,SP,33,33,3118.91,84.29,3.95
sports_leisure,9906e7aa42a3c067b7c9a564d01c4320,maringa,PR,12,12,3115.6,194.73,4.06
computers_accessories,5656537e588803a555b8eb41f07a944b,brasilia,DF,37,37,3109.38,81.83,3.95
auto,9c068d10aca38e85c50202e17b4a7e88,coxim,MS,17,17,3108.83,182.87,4.18
computers_accessories,974cf2cb8f4b7add98709c30df02fe10,araraquara,SP,29,29,3098.51,106.85,4.14
toys,8f119a0aee85c0c8fc534629734e94fd,barueri,SP,46,46,3089.19,65.73,4.38
stationery,0d85bbda9889ce1f7e63778d24f346eb,uberlandia,MG,31,31,3088.69,99.64,3.97
sports_leisure,f7ba60f8c3f99e7ee4042fdef03b70c4,sao bernardo do campo,SP,27,27,3088.11,106.49,4.14
sports_leisure,96804ea39d96eb908e7c3afdb671bb9e,ibia,MG,24,24,3087.12,128.63,4.33
stationery,cd6efc47efaabf134f8bdb654e10b4f1,rio de janeiro,RJ,20,20,3065.74,145.99,4.62
sports_leisure,7e1fb0a3ebfb01ffb3a7dae98bf3238d,franca,SP,21,20,3059.07,139.05,4.64
sports_leisure,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,SP,14,14,3054.5,169.69,2.78
fashion_bags_accessories,d57e18d5f73c7ccb7f7339b61166898d,sao paulo,SP,42,41,3041.53,69.13,4.48
furniture_decor,157c3e4b42f81ac4a44e8b1ca2fe9876,sao paulo,SP,22,22,3040.7,112.62,3.81
fashion_bags_accessories,891071be6ba827b591264c90c2ae8a63,sao paulo,SP,40,40,3031.0,72.17,3.6
fashion_bags_accessories,d98eec89afa3380e14463da2aabaea72,porto alegre,RS,61,61,3023.73,48.77,4.48
housewares,d25aa0aaacb370e912f8cf6efeba38b3,massaranduba,SC,15,15,3014.24,158.64,4.47
pet_shop,f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,22,22,3010.64,130.9,3.91
sports_leisure,f67efa3f0b6761102a7f8c6b7b571f5d,curitiba,PR,10,10,2995.53,299.55,4.5
luggage_accessories,a3f0b55de503387383c7b1de3ad7f678,curitiba,PR,10,10,2992.34,249.36,4.42
sports_leisure,6f229cc508fc6915ed5c499efd93baa4,rio de janeiro,RJ,13,13,2988.68,213.48,4.43
furniture_decor,ccf8813e5a7d6c84d865cd38bfc2b130,taubate,SP,25,25,2978.63,119.15,4.4
health_beauty,8090490573c6c0aa343a7231ebcb8c86,sao paulo - sp,SP,13,13,2972.07,228.62,4.0
fashion_male_clothing,a3a38f4affed601eb87a97788c949667,joinville,SC,17,17,2945.74,155.04,4.47
construction_tools_lights,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,40,40,2945.2,52.59,4.02
housewares,4992e76a42cb3aad7a7047e0d3d7e729,sao paulo,SP,51,51,2943.94,43.29,3.91
auto,1d4587203296c8f4ad134dc286fa6db0,sao paulo,SP,40,40,2941.91,71.75,4.37
garden_tools,082e0bf4cb865a6533b1e8e498cc0255,botucatu,SP,10,10,2941.59,133.71,3.27
housewares,dfa0c4c6229ab200a4a1336b4d7128ff,florianopolis,SC,36,36,2935.48,71.6,4.32
audio,7040e82f899a04d1b434b795a43b4617,sao paulo,SP,93,93,2931.1,29.91,3.52
pet_shop,2c4c47cb51acd5ea5db5e0ae0e26542a,buritama,SP,12,11,2917.37,194.49,4.6
books_general_interest,f0b47fbbc6dee9aafe415a6e33051b3f,maua,SP,43,42,2909.0,60.6,4.46
perfumery,4c498c7345e89aebad651544829beca0,carapicuiba,SP,19,18,2906.88,152.99,4.47
home_appliances,4559697a8f7e637227c2eeaed843baff,presidente prudente,SP,33,31,2905.04,88.03,4.39
home_confort,11305281b50fff20ae8bb473f8e11876,uba,MG,15,15,2901.64,181.35,4.06
pet_shop,4e922959ae960d389249c378d1c939f5,jacarei,SP,20,20,2880.94,144.05,4.3
stationery,6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,MG,33,33,2869.12,81.97,4.31
sports_leisure,5bc55dbe2f12b6af6d83ed46023e0dc8,coronel fabriciano,MG,15,15,2864.85,150.78,2.26
cool_stuff,2a84855fd20af891be03bc5924d2b453,belo horizonte,MG,23,22,2861.37,119.22,4.17
housewares,7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,73,72,2855.57,36.15,4.18
computers_accessories,ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,SP,37,37,2855.38,69.64,3.83
bed_bath_table,2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,26,26,2848.12,105.49,3.41
housewares,9baf5cb77970f539089d09a38bcec5c3,indaiatuba,SP,14,14,2844.95,203.21,4.5
books_technical,1bb2bdb95f4841f1bba2c0d2cd83d3c9,sao paulo,SP,15,15,2841.68,189.45,4.73
toys,5160d23075764e18e07c1f4a87fad743,sao bernardo do campo,SP,33,32,2837.64,74.67,4.45
baby,9d4db00d65d7760644ac0c14edb5fd86,sorocaba,SP,23,23,2833.63,118.07,4.63
pet_shop,c013e57c075a06e5b5c48ee03c525719,sao carlos,SP,42,41,2828.66,62.86,4.16
cool_stuff,c847e075301870dd144a116762eaff9a,uberaba,MG,26,26,2810.21,104.08,4.11
bed_bath_table,4b0fdb526525f9890eb145bf1534640e,ibitinga,SP,17,17,2808.28,147.8,4.0
small_appliances,820cc752a266cdc6c1a1e61dd4583330,maringa,PR,12,12,2794.02,232.84,4.08
auto,47efca563408aae19bb7206c2d969ea9,teresina,PI,11,11,2791.55,253.78,4.36
furniture_mattress_and_upholstery,00ee68308b45bc5e2660cd833c3f81cc,sao paulo,SP,22,22,2788.74,126.76,4.27
health_beauty,1b7e5006cb25dd23ce8686691013b121,sao paulo,SP,11,11,2785.96,253.27,4.36
cool_stuff,1c68394e931a64f90ea236c5ea590300,sarandi,PR,16,16,2779.04,173.69,3.5
housewares,d50d79cb34e38265a8649c383dcffd48,sao paulo,SP,14,14,2760.09,197.15,3.79
auto,4e922959ae960d389249c378d1c939f5,jacarei,SP,27,27,2755.92,102.07,3.7
computers_accessories,2e3be8a987a30d7544dbbda6861cc14e,belo horizonte,MG,14,14,2750.91,183.39,3.6
christmas_supplies,0d85bbda9889ce1f7e63778d24f346eb,uberlandia,MG,15,15,2742.24,124.65,4.64
computers_accessories,7178f9f4dd81dcef02f62acdf8151e01,videira,SC,26,26,2741.21,101.53,3.7
bed_bath_table,e38db885400cd35c71dfd162f2c1dbcf,brasilia,DF,30,30,2737.55,85.55,4.5
sports_leisure,4305fe92735c8a43d154ff6dd2b8d927,coronel fabriciano,MG,15,15,2737.22,161.01,4.06
sports_leisure,e81e1f9c3e762e620f3fb60a51499e16,curitibanos,SC,12,12,2736.84,210.53,3.77
health_beauty,04aba03279157f6d4e0fe8ccaf21963c,santo antonio de padua,RJ,15,15,2735.23,182.35,4.53
furniture_decor,c31eff8334d6b3047ed34bebd4d62c36,salto,SP,16,16,2733.83,170.86,4.5
health_beauty,b494891378bd8f4560abe576c52deacd,sao paulo,SP,18,18,2732.83,151.82,4.72
electronics,f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,18,17,2728.41,151.58,4.17
drinks,9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,SP,49,49,2726.09,50.48,4.2
baby,f45122a9ab94eb4f3f8953578bc0c560,piracicaba,SP,36,36,2723.02,75.64,3.58
bed_bath_table,0885aaf116795758dfeb5f1032487bcd,ferraz de vasconcelos,SP,25,25,2722.71,100.84,4.26
baby,a420f60ff1aa9acc80d0e42959f2b313,sao paulo,SP,29,29,2721.64,93.85,4.0
housewares,dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,SP,40,40,2720.93,61.84,4.36
sports_leisure,9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,SP,47,47,2720.43,48.58,4.46
housewares,c2d70ce2c5d0a2eb75e78668236e6dc8,sao paulo,SP,13,13,2699.92,179.99,4.67
electronics,7178f9f4dd81dcef02f62acdf8151e01,videira,SC,24,24,2699.13,107.97,4.16
pet_shop,de0c78824586e9a5f5f04fd84e25df39,vargem grande paulista,SP,14,14,2697.83,168.61,4.44
sports_leisure,78c99c6dff4eeae5be99bf635ed21e3f,marilia,SP,31,31,2695.77,69.12,4.33
health_beauty,fb89df7f89fd1b8f03fa2acca1ba7364,foz do iguacu,PR,22,22,2687.43,107.5,3.84
auto,55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,16,16,2674.75,167.17,4.0
construction_tools_safety,cfe94489ddd337d1e29e12f2a7205d10,sao paulo,SP,20,19,2672.82,111.37,4.13
electronics,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,23,23,2672.06,78.59,4.15
health_beauty,b56906f7fd1696e043f1bcce164c487b,echapora,SP,36,36,2659.63,69.99,4.05
unknown,42fa4ee7240e9b8eb4576358ec142ba7,caxias do sul,RS,13,13,2654.33,204.18,4.77
housewares,2ff97219cb8622eaf3cd89b7d9c09824,salto,SP,36,36,2644.31,61.5,4.7
health_beauty,36a968b544695394e4e9d7572688598f,santos,SP,30,30,2642.86,88.1,4.27
health_beauty,d06d019f72a04e5497a0b64190af170c,cotia,SP,17,17,2641.44,155.38,4.53
sports_leisure,9a84ba99f5367fdbd4598363496f1ea2,luziania,GO,15,15,2638.45,175.9,3.8
watches_gifts,3d871de0142ce09b7081e2b9d1733cb1,campo limpo paulista,SP,53,53,2635.07,41.83,4.32
furniture_decor,f7496d659ca9fdaf323c0aae84176632,sao paulo,SP,14,14,2632.28,175.49,4.47
stationery,323ce52b5b81df2cd804b017b7f09aa7,sao paulo,SP,27,27,2629.62,97.39,4.41
furniture_decor,e5a38146df062edaf55c38afa99e42dc,sao paulo,SP,22,22,2627.39,109.47,3.83
unknown,0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,27,27,2623.29,84.62,4.13
garden_tools,acadd4d36859671cb635527c6c977533,santa rosa de viterbo,SP,11,11,2622.83,238.44,4.55
watches_gifts,ececbfcff9804a2d6b40f589df8eef2b,franca,SP,31,31,2619.18,79.37,4.24
baby,fa40cc5b934574b62717c68f3d678b6d,sao paulo,SP,39,39,2617.91,63.85,4.41
stationery,77a515caa36327151d1cc6c32a9f00e1,diadema,SP,26,26,2613.58,100.52,4.42
health_beauty,7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,10,10,2596.63,259.66,4.0
telephony,1b4c3a6f53068f0b6944d2d005c9fc89,sao ludgero,SC,32,32,2589.35,80.92,4.28
consoles_games,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,26,26,2588.03,86.27,3.83
fashion_bags_accessories,a3f0b55de503387383c7b1de3ad7f678,curitiba,PR,14,14,2585.4,184.67,4.36
toys,3078096983cf766a32a06257648502d1,scao jose do rio pardo,SP,22,22,2581.77,117.35,4.32
cool_stuff,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,35,35,2575.9,73.6,4.09
bed_bath_table,8a32e327fe2c1b3511609d81aaf9f042,sao paulo,SP,31,31,2575.79,80.49,4.0
food,e9779976487b77c6d4ac45f75ec7afe9,praia grande,SP,25,25,2575.78,99.07,3.96
sports_leisure,7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,14,14,2573.05,160.82,3.97
auto,c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,25,25,2572.69,102.91,4.16
musical_instruments,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,23,23,2568.76,107.03,4.13
luggage_accessories,3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,SP,28,28,2568.38,91.73,4.25
housewares,49e7217cfe4e427191c378ec626d8737,formiga,MG,11,11,2566.09,213.84,4.42
sports_leisure,cea729054f157f5870bdd321a958d994,sao paulo,SP,22,22,2554.01,106.42,4.21
books_technical,0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,SP,30,30,2553.67,79.8,4.38
health_beauty,b83cedfb587e7911540e3f576d6917ce,sao paulo,SP,23,23,2550.98,106.29,4.25
auto,91f0eec23d4a61d7d7caeefa3f0ad1ca,tubarao,SC,11,11,2545.26,231.39,3.55
toys,a673821011d0cec28146ea42f5ab767f,sao paulo,SP,22,22,2527.3,97.2,4.35
sports_leisure,9bcdfa7b615b3abb9461d9e3ad9886ae,blumenau,SC,14,14,2523.79,126.19,4.6
electronics,e9d99831abad74458942f21e16f33f92,sao paulo,SP,50,50,2516.48,49.34,3.84
electronics,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,15,15,2513.24,147.84,4.76
baby,5a93f3ab0ef4c84ed5e1b5dbf23978bc,monteiro lobato,SP,27,26,2513.19,93.08,4.7
furniture_decor,fffd5413c0700ac820c7069d66d98c89,amparo,SP,11,11,2512.07,228.37,3.91
auto,0417b067eeab773d2f7061a726dc477f,sao bento do sul,SC,13,13,2501.75,192.44,3.92
baby,d9bd94811c3338dceb4181f3dbc0c73e,sao paulo,SP,21,21,2497.92,92.52,4.81
auto,17908cf9b444ee34047cadd5c0f4a516,anapolis,GO,11,11,2495.41,226.86,4.55
health_beauty,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,22,22,2485.39,112.97,4.18
electronics,c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,21,21,2484.37,95.55,4.42
baby,a3a38f4affed601eb87a97788c949667,joinville,SC,22,22,2472.57,107.5,4.52
housewares,c6381d2d013342748761e906d45aff76,portao,RS,12,12,2464.4,98.58,2.8
bed_bath_table,53d00c40e32aeb924a84ce72b1af869d,ibitinga,SP,17,17,2462.07,144.83,4.35
computers_accessories,7ddcbb64b5bc1ef36ca8c151f6ec77df,sao paulo,SP,46,46,2460.47,49.21,3.96
housewares,df91910b6a03bb2e3358fa6a35e32f6f,sao paulo,SP,13,13,2456.22,188.94,4.62
pet_shop,f67efa3f0b6761102a7f8c6b7b571f5d,curitiba,PR,17,17,2447.87,143.99,4.53
health_beauty,6df688df543f90e9b38f4319e75a9d88,belo horizonte,MG,35,35,2445.12,50.94,4.54
costruction_tools_tools,c8467937e403e76a8ee9f0ab13f6f5ef,pocos de caldas,MG,30,30,2442.74,74.02,4.21
housewares,382229d1e840115ffe3dbf5ff460e417,rio de janeiro,RJ,12,12,2439.44,203.29,4.67
health_beauty,ef0ace09169ac090589d85746e3e036f,sao goncalo,RJ,20,20,2437.16,121.86,4.5
cool_stuff,23d7c96d4a1160db1c726b248601b25a,capivari,SP,13,13,2435.38,173.96,4.0
stationery,b1a81260566c1bac3114a6d124413f27,carazinho,RS,11,11,2432.57,221.14,4.91
luggage_accessories,acce39e832338debb07b02385cde5967,contagem,MG,17,17,2426.83,142.75,4.18
sports_leisure,87142160b41353c4e5fca2360caf6f92,porto alegre,RS,18,18,2422.54,127.5,4.79
sports_leisure,d13e50eaa47b4cbe9eb81465865d8cfc,santo andre,SP,11,11,2412.52,219.32,5.0
health_beauty,6aa3928696eab49a19a466e665a649fd,nova iguacu,RJ,18,17,2410.68,109.58,4.55
stationery,d1b65fc7debc3361ea86b5f14c68d2e2,mogi guacu,SP,11,11,2391.59,217.42,4.64
construction_tools_construction,f125f3a310c2e5f822d116147de1e474,sao paulo,SP,13,13,2384.23,125.49,4.47
auto,3a1a1fec38dd360f15fc912e821e169d,sao paulo,SP,15,15,2378.63,158.58,3.87
unknown,004c9cd9d87a3c30c522c48c4fc07416,ibitinga,SP,12,12,2375.65,197.97,4.08
office_furniture,7fc87cc3e89b3d1d5cabdca32f8485aa,guarulhos,SP,10,10,2374.73,237.47,3.4
perfumery,81f89e42267213cb94da7ddc301651da,presidente prudente,SP,24,24,2371.41,91.21,3.42
auto,25cf099de44674fde97473224f9d59ab,cotia,SP,50,49,2359.55,47.19,4.34
air_conditioning,a420f60ff1aa9acc80d0e42959f2b313,sao paulo,SP,11,11,2356.4,214.22,4.18
agro_industry_and_commerce,6481e96574816ead57975da2c0f6d80d,sorocaba,SP,13,13,2355.75,157.05,4.4
toys,87d30a6a0cbf89356e49324971ab1d24,sao paulo,SP,17,17,2349.91,138.23,4.35
furniture_living_room,cf2384dd2f1dddea3f838efed0945e65,serra negra,SP,15,15,2349.08,156.61,4.13
housewares,5cbbd5a299cab112b7bf23862255e43e,pinhais,PR,17,17,2339.51,137.62,4.24
furniture_decor,51702dc2a3e106c76dbff722b5bf0726,conchal,SP,10,10,2338.15,212.56,4.82
cool_stuff,8cbac7e12637ed9cffa18c7875207478,jaragua do sul,SC,34,34,2336.13,61.48,3.53
computers_accessories,e7d5b006eb624f13074497221eb37807,santo andre,SP,17,17,2330.74,137.1,4.18
furniture_decor,9dda5bbacd45e18d6485fee649205d09,santa rita do sapucai,MG,18,18,2329.7,110.94,4.19
bed_bath_table,318f287a62ab7ac10b703ac37435a231,sao paulo,SP,22,21,2326.73,72.71,3.91
perfumery,65b081a070633e057c462abdd6fb9dd8,morrinhos,GO,19,19,2326.67,116.33,4.35
computers_accessories,955fee9216a65b617aa5c0531780ce60,sao paulo,SP,23,23,2320.68,100.9,4.04
consoles_games,81f89e42267213cb94da7ddc301651da,presidente prudente,SP,21,21,2317.98,92.72,3.6
toys,8bdd8e3fd58bafa48af76b2c5fd71974,sao paulo,SP,10,10,2314.22,231.42,4.9
sports_leisure,0dd184061fb0eaa7ca37932c68ab91c5,guarulhos,SP,16,16,2308.57,128.25,4.06
housewares,276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,17,16,2294.31,76.48,3.53
bed_bath_table,1dc2de47ee26a0a5b12dc14fd6dc0dea,ibitinga,SP,25,25,2287.5,84.72,4.52
books_imported,bc2ac6b95e1accce9858528ee566c17e,campinas,SP,18,17,2279.56,103.62,4.64
auto,d97df38225e5abadaff1e72cb72b823c,sao caetano do sul,SP,28,28,2277.55,81.34,3.96
health_beauty,bf84056e679dbe9c69929847a40e338f,sao paulo,SP,34,34,2277.42,61.55,3.84
furniture_decor,1354d51653f645349064725ed204e85e,sao paulo,SP,12,12,2275.89,162.56,3.86
garden_tools,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,40,40,2268.88,45.38,4.08
industry_commerce_and_business,0bb738e4d789e63e2267697c42d35a2d,sao roque,SP,16,16,2264.47,141.53,4.63
computers_accessories,e49c26c3edfa46d227d5121a6b6e4d37,brejao,PE,14,14,2263.58,161.68,4.57
home_appliances,ffeee66ac5d5a62fe688b9d26f83f534,mirassol,SP,14,14,2259.55,161.4,4.21
furniture_decor,53e4c6e0f4312d4d2107a8c9cddf45cd,pedreira,SP,30,29,2251.18,68.22,3.7
health_beauty,e24d3429d294b2eb200b064ebb035879,sao paulo,SP,19,19,2250.7,102.3,4.14
la_cuisine,c731d18cea9bf687ffee82a241c25b11,concordia,SC,12,12,2241.39,172.41,4.0
baby,834f8533b2ecb6598dd004ff3de7203a,sao paulo,SP,14,14,2241.11,149.41,3.93
health_beauty,0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,PR,27,27,2232.41,72.01,4.71
kitchen_dining_laundry_garden_furniture,07bf9669d84d1f11be443a9dd938f698,sao paulo,SP,16,16,2230.57,101.39,3.09
health_beauty,4c498c7345e89aebad651544829beca0,carapicuiba,SP,28,28,2224.78,79.46,4.14
fashion_bags_accessories,2be17df1c49978426251562096c3cc09,tubarao,SC,14,14,2220.73,158.62,4.14
health_beauty,3d2531eccfbde1d7c8db7a3a12fb267a,contagem,MG,10,10,2212.6,221.26,4.3
toys,f5f2ab9bdb6b30c14c61be68c5ed37da,porto ferreira,SP,16,16,2205.8,137.86,4.19
stationery,594f9aaa48e5bf431f011ddc5669b0d5,contagem,MG,16,16,2200.66,137.54,4.5
toys,2c9e548be18521d1c43cde1c582c6de8,mogi das cruzes,SP,23,23,2198.16,91.59,4.17
unknown,99eaacc9e6046db1c82b163c5f84869f,franca,SP,12,12,2197.26,169.02,4.46
kitchen_dining_laundry_garden_furniture,13074f016982ff2bd6c58ced8682f000,bento goncalves,RS,10,10,2189.18,199.02,4.09
unknown,15cd6eefe58588619aaed41dfa6621b1,ouro preto,MG,16,16,2188.86,121.6,4.33
baby,bbad7e518d7af88a0897397ffdca1979,sao paulo,SP,43,43,2181.11,48.47,3.22
housewares,cd06602b43d8800bd0afad514919d35c,sao paulo,SP,40,40,2179.98,47.39,3.63
housewares,38e679b9e0064cd94c6f035707344dae,londrina,PR,11,11,2176.08,197.83,4.09
housewares,c679fb69a36e1d8349e8c50a217b4d58,caxias do sul,RS,13,13,2172.65,135.79,3.56
pet_shop,834f8533b2ecb6598dd004ff3de7203a,sao paulo,SP,20,20,2163.02,98.32,3.86
sports_leisure,38e679b9e0064cd94c6f035707344dae,londrina,PR,16,16,2160.54,127.09,4.24
housewares,cac876b37d3abcd6bd76caca30277996,cascavel,PR,17,17,2149.15,97.69,4.73
health_beauty,5ab05b6d86d417796c69ffd6774ec832,assis,SP,10,9,2142.85,178.57,3.67
housewares,ffdd9f82b9a447f6f8d4b91554cc7dd3,curitiba,PR,15,15,2141.24,125.96,4.18
stationery,3586b8580d9c917874e053a1bb37b5ff,araraquara,SP,33,33,2138.17,53.45,4.5
toys,3ca08eeb8d5595949fed424bd3677742,curitiba,PR,13,13,2137.98,164.46,4.69
luggage_accessories,655220df33262c7e0c4949a147366f94,diadema,SP,10,10,2112.09,176.01,4.08
cool_stuff,fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,SP,14,13,2102.99,140.2,3.53
sports_leisure,2a7dc43cecabf23403078e2188437d1d,sao paulo,SP,10,10,2086.42,208.64,3.5
toys,0bae85eb84b9fb3bd773911e89288d54,itajai,SP,31,29,2072.83,57.58,4.25
luggage_accessories,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,34,34,2071.7,55.99,3.68
sports_leisure,412a4720f3e9431b4afa1476a1acddbe,campinas,SP,14,13,2065.2,137.68,4.47
auto,a1474fd46fd3430168f7ec202da39408,pinhais,SP,10,10,2064.89,206.49,4.6
housewares,b499c00f28f4b7069ff6550af8c1348a,limeira,SP,14,13,2063.11,85.96,4.25
furniture_decor,537eb890efff034a88679788b647c564,rio de janeiro,RJ,55,54,2061.98,35.55,4.41
furniture_decor,c5f7feb04a6a1fb3596322bfc3cf1917,sao caetano do sul,SP,11,11,2058.46,187.13,4.27
health_beauty,4e922959ae960d389249c378d1c939f5,jacarei,SP,19,19,2054.76,102.74,4.1
stationery,7ecd59e5e20407131822c1a68ac59c1f,brasilia,DF,24,24,2054.52,70.85,4.48
garden_tools,e99e927c81e3f51739c94fcdfca9f10f,uberlandia,MG,14,14,2054.3,128.39,3.75
sports_leisure,9b00ed88b7fdb95d6ff76e27c1b52d16,sao paulo,SP,45,45,2052.34,43.67,4.55
home_construction,4a3ccda38b2129705f3fb522db62ca31,marilia,SP,10,10,2051.01,170.92,4.33
books_technical,72bc2cce903c872fe376a8faaa81d237,sao paulo,SP,10,10,2049.85,186.35,4.09
computers_accessories,5c6d4016c2a288f074fa0848a2b653d2,sao paulo,SP,17,17,2046.47,120.38,3.94
housewares,3078096983cf766a32a06257648502d1,scao jose do rio pardo,SP,10,10,2045.16,185.92,3.82
construction_tools_construction,e9511df20ccd82658a30c37b7fb343af,bauru,SP,16,16,2044.37,92.93,4.5
